"filename", "language", "JavaScript", "PHP", "JSON", "XML", "Markdown", "SCSS", "PostCSS", "MS SQL", "comment", "blank", "total"
"/home/zougmore/annuaire5/resources/views/admin/settings/user-quotas.blade.php", "PHP", 0, 337, 0, 0, 0, 0, 0, 0, 10, 24, 371
"/home/zougmore/annuaire5/resources/views/admin/statistiques.blade.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 3, 27
"/home/zougmore/annuaire5/resources/views/admin/utilisateurs/create.blade.php", "PHP", 0, 194, 0, 0, 0, 0, 0, 0, 0, 23, 217
"/home/zougmore/annuaire5/resources/views/admin/utilisateurs/edit.blade.php", "PHP", 0, 192, 0, 0, 0, 0, 0, 0, 0, 20, 212
"/home/zougmore/annuaire5/resources/views/admin/utilisateurs/index.blade.php", "PHP", 0, 164, 0, 0, 0, 0, 0, 0, 0, 11, 175
"/home/zougmore/annuaire5/resources/views/agent/dashboard.blade.php", "PHP", 0, 117, 0, 0, 0, 0, 0, 0, 5, 20, 142
"/home/zougmore/annuaire5/resources/views/agent/demande/create.blade.php", "PHP", 0, 220, 0, 0, 0, 0, 0, 0, 3, 24, 247
"/home/zougmore/annuaire5/resources/views/agent/demande/index.blade.php", "PHP", 0, 172, 0, 0, 0, 0, 0, 0, 0, 7, 179
"/home/zougmore/annuaire5/resources/views/agent/mes-demandes.blade.php", "PHP", 0, 65, 0, 0, 0, 0, 0, 0, 0, 4, 69
"/home/zougmore/annuaire5/resources/views/auth/confirm-password.blade.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/zougmore/annuaire5/resources/views/auth/forgot-password.blade.php", "PHP", 0, 35, 0, 0, 0, 0, 0, 0, 0, 7, 42
"/home/zougmore/annuaire5/resources/views/auth/login.blade.php", "PHP", 0, 175, 0, 0, 0, 0, 0, 0, 2, 18, 195
"/home/zougmore/annuaire5/resources/views/auth/passwords/confirm.blade.php", "PHP", 0, 41, 0, 0, 0, 0, 0, 0, 0, 9, 50
"/home/zougmore/annuaire5/resources/views/auth/passwords/email.blade.php", "PHP", 0, 40, 0, 0, 0, 0, 0, 0, 0, 8, 48
"/home/zougmore/annuaire5/resources/views/auth/passwords/reset.blade.php", "PHP", 0, 53, 0, 0, 0, 0, 0, 0, 0, 13, 66
